Netzbetreiber;Anlagenart;Bestand_2024.0;Prognosen_2030.0;Prognosen_2035.0;Prognosen_2045.0;Anmerkungen_2045.0;Planungsregion;Prognose_2030.0;Prognose_2035.0;Prognose_2045.0;Verteilnetzbetreiber_Bestand;Verteilnetzbetreiber_Prognosen Basisszenario;Verteilnetzbetreiber_Prognosen Basisszenario_1;Verteilnetzbetreiber_Prognosen Basisszenario_2;Verteilnetzbetreiber_Prognosen Effizienzszenario;Verteilnetzbetreiber_Prognosen Effizienzszenario_1;Verteilnetzbetreiber_Prognosen Effizienzszenario_2;Verteilnetzbetreiber_Anmerkungen;Übertragungsnetzbetreiber_Szenario A;Übertragungsnetzbetreiber_Szenario A_1;Übertragungsnetzbetreiber_Szenario B;Übertragungsnetzbetreiber_Szenario B_1;Übertragungsnetzbetreiber_Anmerkungen
Hamburger Energienetze GmbH;Photovoltaik auf oder an Gebäuden (MWp);192.0;750.0;1270.0;1580.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Photovoltaik Freifläche (MWp);1.0;17.0;25.0;34.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Windenergie an Land;124.0;155.0;155.0;155.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Windenergie auf See;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Sonstige erneuerbare Erzeugung;34.0;50.0;50.0;50.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Konventionelle Kraftwerke;641.0;896.0;706.0;586.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);32.0;133.0;266.0;484.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;81.0;219.0;520.0;1198.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektromobilität;270.0;406.0;676.0;954.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);1575.0;1950.0;1882.0;1708.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Stand-alone Rechenzentren;0.0;35.0;35.0;35.0;Siehe Regionalszenario, Kapitel 5.2.2.;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektrolyseure;0.0;40.4;40.4;40.4;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Kleinbatteriespeicher (< 1 MW);53.0;181.0;366.0;511.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Großbatteriespeicher (ab 1 MW);6.0;200.0;300.0;300.0;;Nord;;;;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Pumpspeicher;120.0;120.0;120.0;120.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);1677.0;3207.0;4169.0;6094.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Photovoltaik Freifläche (MWp);1426.0;4205.0;7070.0;9267.0;Siehe Regionalszenario, Kapitel 4.5.2.;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Windenergie an Land;8314.0;13078.0;14976.0;17929.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Windenergie auf See;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Sonstige erneuerbare Erzeugung;510.0;510.0;510.0;510.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Konventionelle Kraftwerke;472.0;472.0;472.0;472.0;Siehe Regionalszenario, Kapitel 5.4.;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);85.0;2620.0;4306.0;7898.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;70.0;91.0;112.0;112.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Elektromobilität;141.0;5458.0;7419.0;11342.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);1895.0;2413.0;2463.0;2418.0;Siehe Regionalszenario, Kapitel 4.6.;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Stand-alone Rechenzentren;0.0;484.0;484.0;484.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Elektrolyseure;2.0;132.0;152.0;152.0;Siehe Regionalszenario, Kapitel 5.2.1.;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Kleinbatteriespeicher (< 1 MW);217.0;650.0;1047.0;1816.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Großbatteriespeicher (ab 1 MW);41.0;2270.0;2770.0;2770.0;;Nord;;;;;;;;;;;;;;;;
Schleswig-Holstein Netz GmbH;Pumpspeicher;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);43.0;160.0;348.0;537.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Photovoltaik Freifläche (MWp);0.0;112.0;210.0;260.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Windenergie an Land;5.0;73.0;119.0;170.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Windenergie auf See;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Sonstige erneuerbare Erzeugung;10.0;10.0;10.0;10.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Konventionelle Kraftwerke;191.0;191.0;191.0;191.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);6.0;74.0;163.0;178.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;30.0;86.0;88.0;88.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Elektromobilität;34.0;204.0;336.0;400.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);220.0;210.0;200.0;190.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Stand-alone Rechenzentren;0.0;10.0;10.0;10.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Elektrolyseure;2.5;2.5;2.5;2.5;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Kleinbatteriespeicher (< 1 MW);27.0;113.0;245.0;380.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;60.0;60.0;60.0;;Nord;;;;;;;;;;;;;;;;
SWKiel Netz GmbH;Pumpspeicher;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);135.0;410.0;573.0;761.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Photovoltaik Freifläche (MWp);3.0;370.0;410.0;473.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Windenergie an Land;139.0;515.0;590.0;640.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Windenergie auf See;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Sonstige erneuerbare Erzeugung;31.0;32.0;32.0;30.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Konventionelle Kraftwerke;41.0;41.0;41.0;0.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);17.0;110.0;133.0;171.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;82.0;132.0;151.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Elektromobilität;64.0;136.0;213.0;293.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);261.0;276.0;282.0;290.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Stand-alone Rechenzentren;0.0;6.0;6.0;6.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Elektrolyseure;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Kleinbatteriespeicher (< 1 MW);31.0;162.0;226.0;301.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Großbatteriespeicher (ab 1 MW);0.0;170.0;170.0;170.0;;Nord;;;;;;;;;;;;;;;;
TraveNetz GmbH;Pumpspeicher;0.0;0.0;0.0;0.0;;Nord;;;;;;;;;;;;;;;;
Avacon Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);1010;;;;;Ost;2004.0;2653.0;3344.0;;;;;;;;;;;;;
Avacon Netz GmbH;Photovoltaik Freifläche (MWp);805;;;;;Ost;3730.0;6440.0;7560.0;;;;;;;;;;;;;
Avacon Netz GmbH;Windenergie an Land;2868;;;;;Ost;4552.0;6302.0;7818.0;;;;;;;;;;;;;
Avacon Netz GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Avacon Netz GmbH;Sonstige erneuerbare Erzeugung;263;;;;;Ost;300.0;289.0;273.0;;;;;;;;;;;;;
Avacon Netz GmbH;Konventionelle Kraftwerke;243;;;;;Ost;242.0;235.0;70.0;;;;;;;;;;;;;
Avacon Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);31;;;;;Ost;313.0;489.0;1071.0;;;;;;;;;;;;;
Avacon Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;16;;;;;Ost;157.0;245.0;536.0;;;;;;;;;;;;;
Avacon Netz GmbH;Elektromobilität;150;;;;;Ost;1513.0;2524.0;3635.0;;;;;;;;;;;;;
Avacon Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);603;;;;;Ost;543.0;507.0;456.0;;;;;;;;;;;;;
Avacon Netz GmbH;Großprojekte (Last);35;;;;;Ost;351.0;726.0;726.0;;;;;;;;;;;;;
Avacon Netz GmbH;Elektrolyseure;0;;;;;Ost;0.0;778.0;1602.0;;;;;;;;;;;;;
Avacon Netz GmbH;Kleinbatteriespeicher (< 1 MW);121;;;;;Ost;484.0;765.0;1082.0;;;;;;;;;;;;;
Avacon Netz GmbH;Großbatteriespeicher (ab 1 MW);20;;;;;Ost;510.0;1070.0;1620.0;;;;;;;;;;;;;
Avacon Netz GmbH;Pumpspeicher;80;;;;;Ost;100.0;100.0;100.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);2952;;;;;Ost;5620.0;7705.0;9955.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Photovoltaik Freifläche (MWp);5099;;;;;Ost;29965.0;40180.0;53345.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Windenergie an Land;7812;;;;;Ost;14365.0;17735.0;20025.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Sonstige erneuerbare Erzeugung;814;;;;;Ost;650.0;630.0;465.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Konventionelle Kraftwerke;1082;;;;;Ost;1025.0;930.0;520.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);230;;;;;Ost;795.0;1260.0;2760.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;57;;;;;Ost;710.0;885.0;1525.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Elektromobilität;624;;;;;Ost;4090.0;6925.0;8980.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);2400;;;;;Ost;2280.0;2110.0;1880.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Großprojekte (Last);;;;;;Ost;920.0;1770.0;1860.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Elektrolyseure;0;;;;;Ost;190.0;2240.0;6030.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Kleinbatteriespeicher (< 1 MW);453;;;;;Ost;1360.0;2225.0;3225.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Großbatteriespeicher (ab 1 MW);39;;;;;Ost;330.0;3545.0;6905.0;;;;;;;;;;;;;
E.DIS Netz GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);50;;;;;Ost;135.0;215.0;335.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Photovoltaik Freifläche (MWp);25;;;;;Ost;40.0;44.0;60.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Windenergie an Land;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Sonstige erneuerbare Erzeugung;5;;;;;Ost;5.0;5.0;5.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Konventionelle Kraftwerke;170;;;;;Ost;170.0;170.0;170.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);0;;;;;Ost;25.0;40.0;105.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;45;;;;;Ost;55.0;55.0;62.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Elektromobilität;10;;;;;Ost;115.0;210.0;300.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);130;;;;;Ost;120.0;110.0;100.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Großprojekte (Last);5;;;;;Ost;100.0;100.0;150.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Elektrolyseure;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Kleinbatteriespeicher (< 1 MW);10;;;;;Ost;20.0;25.0;30.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Großbatteriespeicher (ab 1 MW);0;;;;;Ost;25.0;30.0;40.0;;;;;;;;;;;;;
Energieversorgung Halle Netz GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Photovoltaik auf oder an Gebäuden (MWp);192;;;;;Ost;495.0;1070.0;2300.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Photovoltaik Freifläche (MWp);1;;;;;Ost;20.0;30.0;40.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Windenergie an Land;124;;;;;Ost;160.0;165.0;155.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Sonstige erneuerbare Erzeugung;34;;;;;Ost;30.0;30.0;5.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Konventionelle Kraftwerke;641;;;;;Ost;840.0;1490.0;1680.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);32;;;;;Ost;180.0;340.0;700.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;81;;;;;Ost;465.0;675.0;1060.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektromobilität;270;;;;;Ost;1165.0;2275.0;3535.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);1575;;;;;Ost;1490.0;1435.0;1385.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Großprojekte (Last);;;;;;Ost;70.0;70.0;70.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Elektrolyseure;0;;;;;Ost;160.0;170.0;180.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Kleinbatteriespeicher (< 1 MW);53;;;;;Ost;120.0;310.0;745.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Großbatteriespeicher (ab 1 MW);6;;;;;Ost;205.0;210.0;215.0;;;;;;;;;;;;;
Hamburger Energienetze GmbH;Pumpspeicher;120;;;;;Ost;120.0;120.0;120.0;;;;;;;;;;;;;
inetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);45;;;;;Ost;125.0;210.0;350.0;;;;;;;;;;;;;
inetz GmbH;Photovoltaik Freifläche (MWp);50;;;;;Ost;55.0;60.0;70.0;;;;;;;;;;;;;
inetz GmbH;Windenergie an Land;3;;;;;Ost;10.0;0.0;0.0;;;;;;;;;;;;;
inetz GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
inetz GmbH;Sonstige erneuerbare Erzeugung;1;;;;;Ost;10.0;10.0;0.0;;;;;;;;;;;;;
inetz GmbH;Konventionelle Kraftwerke;150;;;;;Ost;125.0;145.0;165.0;;;;;;;;;;;;;
inetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);15;;;;;Ost;25.0;45.0;100.0;;;;;;;;;;;;;
inetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;10;;;;;Ost;45.0;60.0;95.0;;;;;;;;;;;;;
inetz GmbH;Elektromobilität;20;;;;;Ost;140.0;250.0;355.0;;;;;;;;;;;;;
inetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);160;;;;;Ost;144.0;134.0;125.0;;;;;;;;;;;;;
inetz GmbH;Großprojekte (Last);;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
inetz GmbH;Elektrolyseure;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
inetz GmbH;Kleinbatteriespeicher (< 1 MW);5;;;;;Ost;7.0;10.0;25.0;;;;;;;;;;;;;
inetz GmbH;Großbatteriespeicher (ab 1 MW);0;;;;;Ost;85.0;85.0;85.0;;;;;;;;;;;;;
inetz GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Photovoltaik auf oder an Gebäuden (MWp);2961.313364;;;;;Ost;5880.0;8260.0;11400.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Photovoltaik Freifläche (MWp);3952.097585;;;;;Ost;10680.0;16480.0;22190.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Windenergie an Land;5519.421;;;;;Ost;8380.0;11750.0;14440.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Sonstige erneuerbare Erzeugung;479.723;;;;;Ost;480.0;470.0;380.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Konventionelle Kraftwerke;2088;;;;;Ost;2585.0;2355.0;1950.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Wärmepumpen (für dezentrale Wärmelösungen);242;;;;;Ost;1270.0;2000.0;4200.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Elektrischer Bedarf für zentrale Wärmelösungen;1;;;;;Ost;1100.0;1470.0;2570.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Elektromobilität;365;;;;;Ost;3950.0;6650.0;8840.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);2650;;;;;Ost;2475.0;2365.0;2225.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Großprojekte (Last);;;;;;Ost;775.0;2050.0;2290.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Elektrolyseure;29;;;;;Ost;400.0;2310.0;4720.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Kleinbatteriespeicher (< 1 MW);382;;;;;Ost;1420.0;2380.0;3690.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Großbatteriespeicher (ab 1 MW);202;;;;;Ost;410.0;2260.0;3840.0;;;;;;;;;;;;;
Mitteldeutsche Netzgesellschaft Strom mbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Photovoltaik auf oder an Gebäuden (MWp);125;;;;;Ost;335.0;585.0;945.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Photovoltaik Freifläche (MWp);20;;;;;Ost;60.0;75.0;105.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Windenergie an Land;10;;;;;Ost;30.0;25.0;55.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Sonstige erneuerbare Erzeugung;15;;;;;Ost;10.0;5.0;0.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Konventionelle Kraftwerke;40;;;;;Ost;40.0;40.0;25.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Wärmepumpen (für dezentrale Wärmelösungen);10;;;;;Ost;45.0;85.0;185.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;10;;;;;Ost;180.0;180.0;445.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Elektromobilität;25;;;;;Ost;315.0;600.0;935.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);335;;;;;Ost;320.0;290.0;260.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Großprojekte (Last);5;;;;;Ost;30.0;60.0;85.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Elektrolyseure;0;;;;;Ost;25.0;25.0;40.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Kleinbatteriespeicher (< 1 MW);20;;;;;Ost;80.0;170.0;305.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Großbatteriespeicher (ab 1 MW);0;;;;;Ost;20.0;30.0;45.0;;;;;;;;;;;;;
Netz Leipzig GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Photovoltaik auf oder an Gebäuden (MWp);71;;;;;Ost;110.0;220.0;365.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Photovoltaik Freifläche (MWp);17;;;;;Ost;65.0;80.0;125.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Windenergie an Land;19;;;;;Ost;65.0;60.0;90.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Sonstige erneuerbare Erzeugung;4;;;;;Ost;3.0;3.0;0.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Konventionelle Kraftwerke;107;;;;;Ost;107.0;106.0;98.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Wärmepumpen (für dezentrale Wärmelösungen);8;;;;;Ost;34.0;55.0;127.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0;;;;;Ost;43.0;46.0;60.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Elektromobilität;42;;;;;Ost;160.0;305.0;460.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);152;;;;;Ost;140.0;135.0;130.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Großprojekte (Last);5;;;;;Ost;40.0;50.0;60.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Elektrolyseure;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Kleinbatteriespeicher (< 1 MW);15;;;;;Ost;27.0;63.0;118.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Großbatteriespeicher (ab 1 MW);0;;;;;Ost;64.0;70.0;80.0;;;;;;;;;;;;;
Netze Magdeburg GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Photovoltaik auf oder an Gebäuden (MWp);30;;;;;Ost;75.0;140.0;270.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Photovoltaik Freifläche (MWp);0;;;;;Ost;145.0;225.0;375.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Windenergie an Land;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Windenergie auf See;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Sonstige erneuerbare Erzeugung;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Konventionelle Kraftwerke;90;;;;;Ost;200.0;160.0;110.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Wärmepumpen (für dezentrale Wärmelösungen);5;;;;;Ost;25.0;50.0;120.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;20;;;;;Ost;110.0;130.0;200.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Elektromobilität;25;;;;;Ost;125.0;235.0;330.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);95;;;;;Ost;90.0;85.0;80.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Großprojekte (Last);0;;;;;Ost;65.0;65.0;65.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Elektrolyseure;0;;;;;Ost;0.0;10.0;50.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Kleinbatteriespeicher (< 1 MW);10;;;;;Ost;25.0;30.0;90.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Großbatteriespeicher (ab 1 MW);0;;;;;Ost;0.0;5.0;30.0;;;;;;;;;;;;;
Netzgesellschaft Potsdam GmbH;Pumpspeicher;0;;;;;Ost;0.0;0.0;0.0;;;;;;;;;;;;;
SachsenNetze GmbH, SachsenNetze HS.HD GmbH;Photovoltaik auf oder an Gebäuden (MWp);430;;;;;Ost;1580.0;2400.0;3700.0;;;;;;;;;;;;;
