Netzbetreiber;Anlagenart;Bestand_2024.0;Prognosen_2030.0;Prognosen_2035.0;Prognosen_2045.0;Anmerkungen_2045.0;Planungsregion;Prognose_2030.0;Prognose_2035.0;Prognose_2045.0;Verteilnetzbetreiber_Bestand;Verteilnetzbetreiber_Prognosen Basisszenario;Verteilnetzbetreiber_Prognosen Basisszenario_1;Verteilnetzbetreiber_Prognosen Basisszenario_2;Verteilnetzbetreiber_Prognosen Effizienzszenario;Verteilnetzbetreiber_Prognosen Effizienzszenario_1;Verteilnetzbetreiber_Prognosen Effizienzszenario_2;Verteilnetzbetreiber_Anmerkungen;Übertragungsnetzbetreiber_Szenario A;Übertragungsnetzbetreiber_Szenario A_1;Übertragungsnetzbetreiber_Szenario B;Übertragungsnetzbetreiber_Szenario B_1;Übertragungsnetzbetreiber_Anmerkungen
NEW Netz GmbH;Windenergie an Land;333.4;;;;;West;724.0;750.0;760.0;;;;;;;;;;;;;
NEW Netz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
NEW Netz GmbH;Sonstige erneuerbare Erzeugung;46.0;;;;;West;43.99142857142857;36.216;24.249999999999996;;;;;;;;;;;;;
NEW Netz GmbH;Konventionelle Kraftwerke;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
NEW Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);33.8;;;;;West;200.0;750.0;900.0;;;;;;;;;;;;;
NEW Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;1.0;;;;;West;7.474285714285714;40.66599999999999;72.65999999999998;;;;;;;;;;;;;
NEW Netz GmbH;Elektromobilität;90.0;;;;;West;300.0;900.0;1300.0;;;;;;;;;;;;;
NEW Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);220.0;;;;;West;215.0;205.0;195.0;;;;;;;;;;;;;
NEW Netz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;10.0;10.0;10.0;;;;;;;;;;;;;
NEW Netz GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
NEW Netz GmbH;Kleinbatteriespeicher (< 1 MW);60.0;;;;;West;165.95285714285717;371.65520000000004;571.291;;;;;;;;;;;;;
NEW Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;50.0;100.0;150.0;;;;;;;;;;;;;
NEW Netz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Photovoltaik auf oder an Gebäuden (MWp);119.488;;;;;West;267.2360000000002;390.7860000000001;605.5720000000002;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Photovoltaik Freifläche (MWp);0.0;;;;;West;14.507272844800003;42.85012330320001;115.39191648800002;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Windenergie an Land;61.0363;;;;;West;135.1363;135.1363;214.93630000000002;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Sonstige erneuerbare Erzeugung;14.985;;;;;West;14.0;10.5;6.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Konventionelle Kraftwerke;31.0;;;;;West;53.0;53.0;53.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Wärmepumpen (für dezentrale Wärmelösungen);10.821119999999844;;;;;West;92.2636142857143;142.1695857142857;322.8862081632652;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;0.0;0.0;140.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Elektromobilität;26.9874;;;;;West;223.62500000000006;369.6940000000001;758.966;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);175.0;;;;;West;190.0;195.0;200.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Stand-alone Rechenzentren;0.0;;;;;West;50.0;50.0;50.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Elektrolyseure;0.0;;;;;West;10.0;10.0;10.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Kleinbatteriespeicher (< 1 MW);24.62576800000007;;;;;West;40.17071428571429;98.32780000000001;167.008;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;200.0;200.0;200.0;;;;;;;;;;;;;
NGN NETZGESELLSCHAFT NIEDERRHEIN MBH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Photovoltaik auf oder an Gebäuden (MWp);41.49;;;;;West;106.8;153.66666666666666;247.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Photovoltaik Freifläche (MWp);0.0;;;;;West;3.0470588235294116;6.1647058823529415;12.4;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Windenergie an Land;0.0;;;;;West;2.3;2.3;6.5;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Sonstige erneuerbare Erzeugung;3.145;;;;;West;6.145;6.145;6.145;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Konventionelle Kraftwerke;120.0;;;;;West;134.9;134.9;134.9;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Wärmepumpen (für dezentrale Wärmelösungen);6.83;;;;;West;56.138000000000005;89.11500000000001;158.24;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;12.5;37.5;45.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Elektromobilität;35.2;;;;;West;705.6679999999999;1095.5566666666666;1759.44;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);130.0;;;;;West;128.28339258506855;121.8131030980193;115.34281361097003;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Stand-alone Rechenzentren;1.25;;;;;West;6.25;6.25;6.25;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Elektrolyseure;0.0;;;;;West;0.0;5.0;10.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Kleinbatteriespeicher (< 1 MW);5.2;;;;;West;31.25;50.599999999999994;89.3;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;6.0;9.0;20.0;;;;;;;;;;;;;
Oberhausener Netzgesellschaft mbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Photovoltaik auf oder an Gebäuden (MWp);1183.0;;;;;West;2184.0;2965.0;4044.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Photovoltaik Freifläche (MWp);203.0;;;;;West;562.0;890.0;1421.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Windenergie an Land;948.0;;;;;West;1154.0;1378.0;1509.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Sonstige erneuerbare Erzeugung;51.0;;;;;West;53.0;90.0;108.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Konventionelle Kraftwerke;368.0;;;;;West;296.0;263.0;232.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Wärmepumpen (für dezentrale Wärmelösungen);69.0;;;;;West;285.0;525.0;966.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Elektrischer Bedarf für zentrale Wärmelösungen;2.5;;;;;West;115.35;198.98;318.06;;;;;;;;;;;;;
Pfalzwerke Netz AG;Elektromobilität;272.36;;;;;West;1634.08;2549.66;4139.57;;;;;;;;;;;;;
Pfalzwerke Netz AG;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);1308.0;;;;;West;1308.0;1308.0;1308.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Stand-alone Rechenzentren;8.29;;;;;West;22.36;33.84;59.87;;;;;;;;;;;;;
Pfalzwerke Netz AG;Elektrolyseure;0.0;;;;;West;38.3;61.2;88.6;;;;;;;;;;;;;
Pfalzwerke Netz AG;Kleinbatteriespeicher (< 1 MW);249.0;;;;;West;595.0;953.0;1445.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Großbatteriespeicher (ab 1 MW);15.7;;;;;West;175.0;487.0;1076.0;;;;;;;;;;;;;
Pfalzwerke Netz AG;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Regionetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);284.14;;;;;West;699.41;1026.2;1352.9;;;;;;;;;;;;;
Regionetz GmbH;Photovoltaik Freifläche (MWp);31.05;;;;;West;95.2;150.8;223.0;;;;;;;;;;;;;
Regionetz GmbH;Windenergie an Land;236.308;;;;;West;515.4;747.9;619.7;;;;;;;;;;;;;
Regionetz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Regionetz GmbH;Sonstige erneuerbare Erzeugung;12.05;;;;;West;14.5;10.7;5.2;;;;;;;;;;;;;
Regionetz GmbH;Konventionelle Kraftwerke;82.21;;;;;West;104.21;126.21;138.44;;;;;;;;;;;;;
Regionetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);69.5;;;;;West;153.71;232.56;310.44;;;;;;;;;;;;;
Regionetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;10.0;84.7;202.3;;;;;;;;;;;;;
Regionetz GmbH;Elektromobilität;322.55;;;;;West;974.8;1525.0;2166.0;;;;;;;;;;;;;
Regionetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);579.0;;;;;West;552.3;507.0;463.0;;;;;;;;;;;;;
Regionetz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Regionetz GmbH;Elektrolyseure;0.0;;;;;West;5.0;25.0;89.0;;;;;;;;;;;;;
Regionetz GmbH;Kleinbatteriespeicher (< 1 MW);75.15;;;;;West;140.9;317.3;483.6;;;;;;;;;;;;;
Regionetz GmbH;Großbatteriespeicher (ab 1 MW);5.41;;;;;West;90.41;110.0;350.0;;;;;;;;;;;;;
Regionetz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
RheinNetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);600.0;;;;;West;1500.0;2000.0;2500.0;;;;;;;;;;;;;
RheinNetz GmbH;Photovoltaik Freifläche (MWp);12.0;;;;;West;30.0;80.0;100.0;;;;;;;;;;;;;
RheinNetz GmbH;Windenergie an Land;17.0;;;;;West;40.0;70.0;90.0;;;;;;;;;;;;;
RheinNetz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
RheinNetz GmbH;Sonstige erneuerbare Erzeugung;37.0;;;;;West;37.0;37.0;37.0;;;;;;;;;;;;;
RheinNetz GmbH;Konventionelle Kraftwerke;1500.0;;;;;West;1500.0;1300.0;900.0;;;;;;;;;;;;;
RheinNetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);110.0;;;;;West;300.0;700.0;1100.0;;;;;;;;;;;;;
RheinNetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;250.0;350.0;450.0;;;;;;;;;;;;;
RheinNetz GmbH;Elektromobilität;205.0;;;;;West;950.0;2800.0;5800.0;;;;;;;;;;;;;
RheinNetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);1750.0;;;;;West;1700.0;1600.0;1500.0;;;;;;;;;;;;;
RheinNetz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;100.0;230.0;300.0;;;;;;;;;;;;;
RheinNetz GmbH;Elektrolyseure;0.0;;;;;West;0.0;15.0;45.0;;;;;;;;;;;;;
RheinNetz GmbH;Kleinbatteriespeicher (< 1 MW);210.0;;;;;West;450.0;700.0;850.0;;;;;;;;;;;;;
RheinNetz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;50.0;350.0;600.0;;;;;;;;;;;;;
RheinNetz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Photovoltaik auf oder an Gebäuden (MWp);98.3897;;;;;West;180.63857142857142;232.29399999999998;450.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Photovoltaik Freifläche (MWp);1.14225;;;;;West;10.0;24.0;39.3;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Windenergie an Land;55.75;;;;;West;61.8;68.0;75.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Sonstige erneuerbare Erzeugung;9.787;;;;;West;10.5;9.5;8.5;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Konventionelle Kraftwerke;153.894;;;;;West;153.894;153.894;153.894;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Wärmepumpen (für dezentrale Wärmelösungen);2.0;;;;;West;50.0;90.0;126.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.6;;;;;West;24.1;50.0;110.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Elektromobilität;40.0;;;;;West;400.0;700.0;1000.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);206.0;;;;;West;220.1;231.9;255.4;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Stand-alone Rechenzentren;6.97;;;;;West;8.17;11.97;15.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Kleinbatteriespeicher (< 1 MW);32.683;;;;;West;55.9;90.0;130.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Großbatteriespeicher (ab 1 MW);2.0;;;;;West;26.3;36.9;60.0;;;;;;;;;;;;;
Stadtnetze Münster GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);81.6;;;;;West;119.8;173.5;238.6;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Photovoltaik Freifläche (MWp);0.5;;;;;West;18.2;31.1;44.5;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Windenergie an Land;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Sonstige erneuerbare Erzeugung;3.9;;;;;West;3.9;3.9;3.9;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Konventionelle Kraftwerke;74.4;;;;;West;74.4;74.4;74.4;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);17.3;;;;;West;62.2;106.7;208.4;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.4;;;;;West;27.4;37.4;77.4;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Elektromobilität;58.8;;;;;West;161.7;269.8;467.1;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);220.12;;;;;West;209.88;200.57;185.24;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;1.0;5.0;5.0;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Kleinbatteriespeicher (< 1 MW);15.0;;;;;West;35.0;68.6;114.9;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;19.2;37.6;63.1;;;;;;;;;;;;;
Stadtwerke Bochum Netz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Photovoltaik auf oder an Gebäuden (MWp);50.8;;;;;West;139.6;222.2;325.5;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Photovoltaik Freifläche (MWp);3.8;;;;;West;15.5;18.0;21.2;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Windenergie an Land;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Sonstige erneuerbare Erzeugung;1.0;;;;;West;1.0;1.0;1.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Konventionelle Kraftwerke;246.0;;;;;West;198.0;198.0;198.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Wärmepumpen (für dezentrale Wärmelösungen);11.0;;;;;West;27.9;40.5;57.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Elektrischer Bedarf für zentrale Wärmelösungen;10.0;;;;;West;50.0;93.0;163.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Elektromobilität;8.8;;;;;West;320.0;517.0;756.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);190.0;;;;;West;179.8;155.3;129.3;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Stand-alone Rechenzentren;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Elektrolyseure;0.0;;;;;West;4.0;4.0;4.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Kleinbatteriespeicher (< 1 MW);9.0;;;;;West;20.6;61.9;123.8;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Saarbrücken Netz AG;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);51.6;;;;;West;182.0;270.0;369.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Photovoltaik Freifläche (MWp);1.5;;;;;West;27.0;37.0;53.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Windenergie an Land;0.0;;;;;West;0.0;10.0;30.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Sonstige erneuerbare Erzeugung;16.4;;;;;West;40.4;41.3;5.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Konventionelle Kraftwerke;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);13.4;;;;;West;173.0;382.0;614.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;24.0;57.0;190.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Elektromobilität;33.0;;;;;West;468.7;723.0;1042.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);193.0;;;;;West;194.0;227.0;261.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;20.0;36.0;156.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Kleinbatteriespeicher (< 1 MW);19.4;;;;;West;35.0;87.0;175.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;12.0;30.0;60.0;;;;;;;;;;;;;
Stadtwerke Wiesbaden Netz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWO Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);123.5;;;;;West;134.0;145.0;160.0;;;;;;;;;;;;;
SWO Netz GmbH;Photovoltaik Freifläche (MWp);0.5;;;;;West;2.0;4.0;6.0;;;;;;;;;;;;;
SWO Netz GmbH;Windenergie an Land;7.0;;;;;West;7.0;9.0;9.0;;;;;;;;;;;;;
SWO Netz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWO Netz GmbH;Sonstige erneuerbare Erzeugung;0.1;;;;;West;0.1;0.1;0.1;;;;;;;;;;;;;
SWO Netz GmbH;Konventionelle Kraftwerke;10.0;;;;;West;30.0;30.0;30.0;;;;;;;;;;;;;
SWO Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);1.93;;;;;West;2.0;4.0;4.0;;;;;;;;;;;;;
SWO Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;2.0;4.0;10.0;;;;;;;;;;;;;
SWO Netz GmbH;Elektromobilität;36.5;;;;;West;80.0;150.0;400.0;;;;;;;;;;;;;
SWO Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);60.0;;;;;West;80.0;120.0;110.0;;;;;;;;;;;;;
SWO Netz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;4.0;8.0;8.0;;;;;;;;;;;;;
SWO Netz GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWO Netz GmbH;Kleinbatteriespeicher (< 1 MW);20.2;;;;;West;37.0;62.0;122.0;;;;;;;;;;;;;
SWO Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;10.0;20.0;40.0;;;;;;;;;;;;;
SWO Netz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Photovoltaik auf oder an Gebäuden (MWp);48.1;;;;;West;165.5;263.3;383.3;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Photovoltaik Freifläche (MWp);0.0;;;;;West;7.3;13.3;19.4;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Windenergie an Land;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Sonstige erneuerbare Erzeugung;1.5;;;;;West;1.5;1.5;1.5;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Konventionelle Kraftwerke;21.9;;;;;West;21.9;21.9;21.8;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Wärmepumpen (für dezentrale Wärmelösungen);9.8;;;;;West;56.8;100.2;187.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;2.9;17.2;38.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Elektromobilität;36.8;;;;;West;221.6;375.6;651.4;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);101.8;;;;;West;101.8;101.8;101.8;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Stand-alone Rechenzentren;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Elektrolyseure;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Kleinbatteriespeicher (< 1 MW);13.3;;;;;West;23.7;57.6;93.2;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
SWS Netze Solingen GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Syna GmbH;Photovoltaik auf oder an Gebäuden (MWp);678.0;;;;;West;1355.0;1779.0;2355.0;;;;;;;;;;;;;
Syna GmbH;Photovoltaik Freifläche (MWp);50.0;;;;;West;623.0;1200.0;1847.0;;;;;;;;;;;;;
Syna GmbH;Windenergie an Land;160.0;;;;;West;684.0;1039.0;1218.0;;;;;;;;;;;;;
Syna GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Syna GmbH;Sonstige erneuerbare Erzeugung;76.0;;;;;West;71.0;58.0;39.0;;;;;;;;;;;;;
Syna GmbH;Konventionelle Kraftwerke;330.0;;;;;West;250.0;230.0;180.0;;;;;;;;;;;;;
Syna GmbH;Wärmepumpen (für dezentrale Wärmelösungen);167.0;;;;;West;430.0;857.0;1173.0;;;;;;;;;;;;;
Syna GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;16.0;110.0;224.0;;;;;;;;;;;;;
Syna GmbH;Elektromobilität;323.0;;;;;West;2420.0;3795.0;5395.0;;;;;;;;;;;;;
Syna GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);770.0;;;;;West;820.0;890.0;890.0;;;;;;;;;;;;;
Syna GmbH;Stand-alone Rechenzentren;469.0;;;;;West;838.0;1756.0;2956.0;;;;;;;;;;;;;
Syna GmbH;Elektrolyseure;0.0;;;;;West;50.0;95.0;185.0;;;;;;;;;;;;;
Syna GmbH;Kleinbatteriespeicher (< 1 MW);155.0;;;;;West;542.0;712.0;942.0;;;;;;;;;;;;;
Syna GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;401.0;470.0;494.0;;;;;;;;;;;;;
Syna GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);184.40217590064302;;;;;West;260.354;321.953;419.286;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Photovoltaik Freifläche (MWp);140.307554214745;;;;;West;384.65999999999997;671.1;922.1;;;;;;;;;;;;;
