keys;MSTR_key;vnb_names;vnb_vlevels;date_erhebung;area_ns;length_ns;area_ms;length_ms;area_hs;length_hs;count_storage_requests_ns;count_storage_requests_ms;count_storage_requests_hs;sum_storage_requests_ns;sum_storage_requests_ms;sum_storage_requests_hs;umsetzungsquote_ee_ns;umsetzungsquote_ee_ms;umsetzungsquote_ee_hs;umsetzungsquote_storage_ns;umsetzungsquote_storage_ms;umsetzungsquote_storage_hs;count_realized_ee_ns;count_requests_ee_ns;count_realized_ee_ms;count_requests_ee_ms;count_realized_ee_hs;count_requests_ee_hs;count_realized_storage_ns;count_requests_storage_ns;count_realized_storage_ms;count_requests_storage_ms;count_realized_storage_hs;count_requests_storage_hs;duration_storage_ns;duration_storage_ms;duration_storage_hs;duration_ee_ns;duration_ee_ms;duration_ee_hs;digital_score_total;digital_score_smart_grids;digital_score_processes_systems;digital_score_data_management_analysis;digital_score_customer_management
10001893;SNB916663914472;inetz GmbH;NS, MS, HS;2025-08-14;73.93;1797.07;187.72765;782.51;162.8;71.99;1754.0;4.0;0.0;9986.52;16013.8;0.0;;;;0.0778;;;0.0;0.0;0.0;0.0;0.0;0.0;159.0;2043.0;0.0;0.0;0.0;0.0;56.0;;;90.0;270.0;;0.3;0.21;0.12;0.67;0.22
10001899;SNB977481237679;Stadtwerke Georgsmarienhütte Netz GmbH;NS, MS;2025-06-17;14.36;358.84;14.36;143.81;0.0;0.0;400.0;0.0;0.0;2800.0;0.0;0.0;0.9;;;0.9894;;;450.0;500.0;0.0;0.0;0.0;0.0;465.0;470.0;0.0;0.0;0.0;0.0;6.0;;;78.0;105.0;;0.26;0.15;0.33;0.27;0.28
10001904;SNB913992545742;Überlandwerk Mittelbaden GmbH & Co. KG;NS, MS, HS;2025-06-20;190.81;6540.0;2218.23;2562.0;233.92;40.0;300.0;0.0;0.0;1069.0;0.0;0.0;0.7321;0.8772;;0.9916;1.0;;3028.0;4136.0;50.0;57.0;0.0;0.0;945.0;953.0;9.0;9.0;0.0;0.0;11.0;15.0;;17.0;19.0;;0.44;0.13;0.37;1.0;0.25
10001910;SNB927160517950;Stadtwerke Burg Energienetze GmbH;NS, MS;2025-07-03;62.0;384.0;62.0;212.0;0.0;0.0;139.0;94.0;0.0;961.0;120.0;0.0;1.0;;;0.0423;0.9574;;151.0;151.0;0.0;0.0;0.0;0.0;8.0;189.0;90.0;94.0;0.0;0.0;50.0;100.0;;21.0;56.0;;0.3;0.09;0.0;0.39;0.72
10001912;SNB960884494671;InfraServ GmbH & Co. Wiesbaden KG;MS;2025-07-08;0.92;0.0;0.92;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.41;0.7;0.0;0.67;0.26
10001913;SNB916123648602;Netze Duisburg GmbH;NS, MS, HS;2025-05-19;117.23;2523.306494;304.078888648628;1442.3132316;232.75052990945;112.0353225;695.0;2.0;0.0;4068.0;1500.0;0.0;0.6425;0.6;;0.315;;;1452.0;2260.0;3.0;5.0;0.0;0.0;400.0;1270.0;0.0;0.0;0.0;0.0;181.0;210.0;;47.0;130.0;;0.28;0.22;0.01;0.67;0.2
10001915;SNB973875583315;N-ERGIE Netz GmbH;NS, MS, HS;2025-05-26;1070.85;11282.075;8517.84016153956;8884.0;4473.544052606;1470.238;2158.0;0.0;0.0;23358.0;0.0;0.0;0.6391;0.0107;;0.8268;0.9474;;10614.0;16607.0;3.0;281.0;0.0;0.0;5133.0;6208.0;18.0;19.0;0.0;0.0;92.0;155.0;;45.0;405.0;98.0;0.5;0.39;0.58;0.67;0.39
10002798;SNB971087047229;Stadtwerke Karlsruhe Netzservice GmbH;NS, MS, HS;2025-05-22;77.264;1977.16;238.859;877.809;173.293;57.29;1000.0;2.0;0.0;7300.0;22000.0;0.0;0.5535;0.2586;1.0;0.4213;0.8333;;760.0;1373.0;15.0;58.0;1.0;1.0;728.0;1728.0;15.0;18.0;0.0;0.0;185.0;730.0;;73.0;113.0;300.0;0.25;0.21;0.0;0.57;0.21
10002813;SNB984607096621;Harz Energie Netz GmbH;NS, MS, HS;2025-05-21;153.0;3131.0;1498.72;1600.0;1102.71;151.0;1328.0;4.0;7.0;9029.0;29000.0;116800.0;1.0;1.0;1.0;0.7433;0.1667;1.0;2345.0;2345.0;41.0;41.0;16.0;16.0;1494.0;2010.0;4.0;24.0;7.0;7.0;70.0;200.0;400.0;150.0;200.0;400.0;0.3;0.19;0.38;0.42;0.2
10002846;SNB985472799266;MVV Netze GmbH;NS, MS, HS;2025-06-20;76.89;2292.4;246.76;1016.74;199.27;135.9;1021.0;2.0;1.0;41507.0;11000.0;80000.0;0.0066;0.0909;;0.0992;0.0526;;10.0;1517.0;2.0;22.0;0.0;0.0;154.0;1552.0;3.0;57.0;0.0;0.0;86.0;30.0;;65.0;176.0;13.0;0.38;0.25;0.42;0.67;0.18
10002848;SNB930067626847;Greizer Energienetze GmbH;NS, MS;2025-06-23;51.0;217.2;73.0;147.6;0.0;0.0;73.0;0.0;0.0;442.0;0.0;0.0;1.0;;;1.0;;;200.0;200.0;0.0;0.0;0.0;0.0;261.0;261.0;0.0;0.0;0.0;0.0;31.0;;;6.0;180.0;;0.19;0.26;0.13;0.27;0.11
10002915;SNB990887002092;Thüga Energienetze GmbH;NS, MS, HS;2025-05-20;40.24;831.9;185.44;393.88;80.36;11.09;729.0;1.0;0.0;2446.0;9.0;0.0;0.9204;0.2273;;0.9907;1.0;;800.75;870.0;5.0;22.0;0.0;0.0;1170.0;1181.0;9.0;9.0;0.0;0.0;10.0;21.0;;10.0;20.0;;;;0.12;0.59;0.67
10002917;SNB963995572245;REDINET Burgenland GmbH;NS, MS;2025-05-21;83.67;332.06;22.03;161.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;0.8022;;;170.0;170.0;5.0;5.0;0.0;0.0;73.0;91.0;0.0;0.0;0.0;0.0;43.0;;;75.0;405.0;;0.28;0.23;0.0;0.67;0.24
10002941;SNB980808485264;SachsenNetze GmbH;NS, MS;2025-05-21;130.57;2182.0;365.034;1501.0;0.0;0.0;478.0;0.0;0.0;2870.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;47.0;12.0;;0.32;0.28;0.07;0.67;0.28
10002953;SNB928184287881;BTT Bauteam Tretzel GmbH;NS;2025-05-19;0.166;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;59.0;59.0;0.0;0.0;0.0;0.0;90.0;;;;;;0.21;0.5;0.25;0.0;0.1
10002954;SNB969068596941;EWR Netz GmbH;NS, MS, HS;2025-05-21;1217.55;3960.63;1340.26;1837.24;175.93;8.42;3791.0;23.0;0.0;25375.0;208026.0;0.0;0.3862;0.087;;0.1169;0.9863;;1835.0;4752.0;10.0;115.0;0.0;0.0;626.0;5357.0;72.0;73.0;0.0;0.0;218.0;224.0;;82.0;141.0;;;;0.38;0.44;0.96
10002962;SNB985993443181;Stadtwerke Arnstadt Netz GmbH & Co. KG;NS, MS;2025-04-30;9.17;172.92;33.44;192.6;0.0;0.0;60.0;0.0;0.0;333.0;0.0;0.0;1.0704;;;;;;76.0;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;28.0;;14.0;28.0;;;0.21;0.0;0.68;
10002966;SNB971746988153;enercity Netz GmbH;NS, MS, HS;2025-05-20;149.7;3699.7;355.44;1944.7;377.72;210.9;320.0;4.0;4.0;2809.0;55600.0;272000.0;0.8087;0.8;;0.4162;;;1564.0;1934.0;20.0;25.0;0.0;0.0;345.0;829.0;0.0;0.0;0.0;0.0;45.0;230.0;94.0;26.0;26.0;92.0;0.37;0.29;0.3;0.68;0.2
10002974;SNB935556509052;Netze ODR GmbH;NS, MS;2025-04-30;394.03;5945.8;4354.9075212644;4445.7;0.0;0.0;0.0;20.0;0.0;0.0;201124.0;0.0;1.0359;0.1849;;;;;7822.0;7551.0;115.0;622.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;111.0;55.0;;0.47;0.43;0.33;0.6;0.54
10002977;SNB935578300972;TWL Netze GmbH;;2025-05-21;41.722;1072.41025;77.36;421.79;77.36;15.58;424.0;0.0;0.0;3669.0;0.0;0.0;0.9316;1.0;;0.2641;1.0;;422.0;453.0;17.0;17.0;0.0;0.0;178.0;674.0;17.0;17.0;0.0;0.0;31.0;175.0;;31.0;184.0;;;;0.1;0.4;0.66
10002990;SNB951791941969;Stadtwerke Nordfriesland - Netz GmbH;NS, MS;2025-08-04;14.16;386.1;70.17;92.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;;236.0;236.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;35.0;;;0.32;0.17;0.06;0.7;0.36
10002992;SNB961471621746;Pfalzwerke Netz AG;NS, MS, HS;2025-11-27;432.57;7907.38573;5675.04;4650.06;5870.0;1202.84;6115.0;54.0;29.0;71671.0;648000.0;1450000.0;0.5329;0.4475;1.0;1.0;0.6977;;4094.0;7682.0;162.0;362.0;55.0;55.0;8564.0;8564.0;60.0;86.0;0.0;0.0;2.0;90.0;15.0;142.0;172.0;;0.51;0.32;0.38;0.67;0.66
10002996;SNB960502792271;Stadtwerke Bad Bramstedt Netz GmbH;NS, MS;2025-07-10;7.7;125.96;24.14;56.28;0.0;0.0;0.0;1.0;0.0;0.0;400.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.38;0.29;0.33;0.67;0.22
10002997;SNB913563830420;ENA Energienetze Apolda GmbH;NS, MS;2025-05-21;9.848;299.0;9.848;112.0;0.0;0.0;68.0;0.0;0.0;533.0;0.0;0.0;1.0;;;0.965;;;91.0;91.0;0.0;0.0;0.0;0.0;193.0;200.0;0.0;0.0;0.0;0.0;5.0;65.0;;27.0;30.0;;;0.2;0.0;0.67;
10003001;SNB988532040636;PVU Energienetze GmbH;NS, MS;2025-05-20;81.3;116.0;81.2;65.72;0.0;0.0;65.0;10.0;0.0;412.0;80000.0;0.0;1.0;;;1.0;1.0;;87.0;87.0;0.0;0.0;0.0;0.0;71.0;71.0;12.0;12.0;0.0;0.0;20.0;60.0;;20.0;200.0;;0.19;0.14;0.33;0.0;0.28
10003004;SNB958060904298;E-Werk Rohrdorf Josef Haimmerer;;2025-04-28;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.25;0.0;
10003005;SNB965774651691;badenovaNETZE GmbH;;2025-05-21;113.39;2607.724;965.68;1353.8984;153.04;21.0336;820.0;5.0;0.0;9500.0;14200.0;0.0;0.8636;;;0.2889;0.4082;;2500.0;2895.0;0.0;0.0;0.0;0.0;379.0;1312.0;20.0;49.0;0.0;0.0;30.0;222.0;;180.0;540.0;;0.56;0.24;0.77;1.0;0.22
10003007;SNB928759560869;WEMAG Netz GmbH;NS, MS, HS;2025-06-05;457.85;8888.49;8669.22;6577.26;4056.01;1018.39;2097.0;66.0;95.0;34692.0;289882.0;6173167.0;0.6811;0.0136;;0.6306;;;3402.0;4995.0;8.0;587.0;0.0;0.0;1560.0;2474.0;0.0;0.0;0.0;0.0;53.0;857.0;;113.0;602.0;82.0;0.52;0.4;0.17;0.69;0.84
10003010;SNB939724292715;Stadtwerke Rostock Netzgesellschaft mbH;NS, MS, HS;2025-05-21;54.0;1641.0;181.0;599.0;181.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7487;;;0.3155;1.0;;557.0;744.0;0.0;0.0;0.0;0.0;124.0;393.0;10.0;10.0;0.0;0.0;7.0;177.0;;54.0;;;0.26;0.21;0.0;0.67;0.17
10003011;SNB906862380628;Mittelhessen Netz GmbH;NS, MS;2025-05-22;80.972;2258.004;393.74;735.072;0.0;0.0;740.0;8.0;0.0;5866.0;90770.0;0.0;1.0;0.4483;;1.0;1.0;;966.0;966.0;13.0;29.0;0.0;0.0;1153.0;1153.0;19.0;19.0;0.0;0.0;4.0;61.0;;6.0;41.0;;0.33;0.35;0.08;0.67;0.23
10003013;SNB941929592729;Regensburg Netz GmbH;NS, MS;2025-05-22;69.24;1684.728;255.81;882.491;0.0;0.0;1033.0;1.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;13.0;107.0;;0.26;0.33;0.0;0.45;0.27
10003017;SNB994111700501;Energienetze Bayern GmbH;NS, MS;2025-05-27;8.0;290.8;42.71;59.16;0.0;0.0;217.0;0.0;0.0;1779.2;0.0;0.0;0.5894;;;0.3274;;;234.0;397.0;0.0;0.0;0.0;0.0;129.0;394.0;0.0;0.0;0.0;0.0;24.0;;;41.0;;;0.39;0.1;0.33;0.67;0.45
10003018;SNB941650885558;VSE Verteilnetz GmbH;HS;2025-05-28;0.0;0.0;0.0;0.0;2259.0;836.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;399.3;;0.8;0.25;0.67;
10003019;SNB950336540445;Stadtwerke Husum Netz GmbH;NS, MS;2025-07-28;16.8;519.15209;34.51;118.7;0.0;0.0;100.0;0.0;0.0;841.0;0.0;0.0;0.9965;;;1.0;;;282.0;283.0;0.0;0.0;0.0;0.0;260.0;260.0;0.0;0.0;0.0;0.0;10.0;60.0;;23.0;23.0;;0.57;0.37;0.67;1.0;0.24
10003021;SNB976379598847;energis-Netzgesellschaft mbH;NS, MS;2025-07-17;256.51;5332.71;1503.81;2268.69;0.0;0.0;7823.0;11.0;0.0;61860.0;112600.0;0.0;0.7996;0.05;;0.228;1.0;;4988.0;6238.0;4.0;80.0;0.0;0.0;5561.0;24387.0;31.0;31.0;0.0;0.0;18.0;204.0;;54.0;454.0;;0.44;0.15;0.67;0.67;0.28
10003031;SNB998819299022;NHF Netzgesellschaft Heilbronn-Franken mbH;NS, MS, HS;2025-05-21;42.62;1529.0;145.02;526.64;122.52;42.77;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.08;0.1;0.67;
10003039;SNB950262883869;SWE Netz GmbH;NS, MS, HS;2025-05-21;69.46;2081.96;269.91;1049.14;269.0;32.59;761.0;0.0;0.0;4110.0;0.0;0.0;0.9993;1.0;;1.0;1.0;;1406.0;1407.0;6.0;6.0;0.0;0.0;1261.0;1261.0;4.0;4.0;0.0;0.0;8.0;395.0;;9.0;388.0;;0.52;0.4;0.5;0.78;0.37
10003043;SNB911838879365;ews - Netz GmbH;NS, MS, HS;2025-09-22;7.59;265.0;18.87;54.0;0.0;0.0;70.0;0.0;0.0;578.0;0.0;0.0;1.0;;;0.3066;;;108.0;108.0;0.0;0.0;0.0;0.0;42.0;137.0;0.0;0.0;0.0;0.0;25.0;298.0;;15.0;41.0;;;0.24;0.67;1.0;
10003047;SNB992672107807;Oberhausener Netzgesellschaft mbH;;2025-09-22;77.07;924.945;77.07;681.232;0.0;0.0;1066.0;0.0;0.0;30139.0;0.0;0.0;0.8835;1.0;;0.0734;1.0;;622.0;704.0;10.0;10.0;0.0;0.0;98.0;1335.0;3.0;3.0;0.0;0.0;162.0;345.0;;78.0;14.0;;0.4;0.19;0.33;0.81;0.27
10003053;SNB958237843443;Saalfelder Energienetze GmbH;NS, MS;2025-05-21;8.85;377.065;44.66;113.468;0.0;0.0;107.0;0.0;0.0;671.0;0.0;0.0;0.5483;;;1.0;;;142.0;259.0;0.0;0.0;0.0;0.0;153.0;153.0;0.0;0.0;0.0;0.0;35.0;;;49.0;;;0.33;0.07;0.33;0.67;0.25
10003055;SNB933956506145;Netzgesellschaft Düsseldorf mbH;NS, MS, HS;2025-08-28;106.57;2660.25;324.31;2824.68;217.41;159.6;1226.0;5.0;0.0;12806.0;170.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;56.0;84.0;;0.26;0.32;0.01;0.51;0.21
10003062;SNB933869654360;Stromkontor Rostock Port GmbH;NS, MS, HS;2025-07-03;4.34;51.23;7.5;49.97;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.26;0.19;0.0;0.67;0.17
10003071;SNB915316807789;Mainfranken Netze GmbH;NS, MS, HS;2025-08-25;80.47;2112.6;352.56;663.4;352.56;30.91;1609.0;0.0;0.0;10841.0;0.0;0.0;0.9686;1.0;;1.0;1.0;;1850.0;1910.0;49.0;49.0;0.0;0.0;1990.0;1990.0;6.0;6.0;0.0;0.0;84.0;98.0;;66.0;69.0;;;0.24;0.09;1.0;
10003074;SNB935760057516;Stadtwerke Suhl/Zella-Mehlis Netz GmbH;NS, MS;2025-09-22;23.3;714.8;181.69;315.1;0.0;0.0;142.0;0.0;0.0;1150.0;0.0;0.0;1.0;0.6;;1.0;;;223.0;223.0;3.0;5.0;0.0;0.0;209.0;209.0;0.0;0.0;0.0;0.0;16.0;24.0;;16.0;46.0;;0.28;0.1;0.33;0.44;0.24
10003079;SNB959523885956;Mainzer Netze GmbH;NS, MS, HS;2025-05-21;101.06;2370.0;387.3;1065.1;544.46;248.0;935.0;4.0;0.0;6407.0;224160.0;0.0;0.5606;0.1042;0.1667;0.0643;0.1935;;1337.0;2385.0;10.0;96.0;1.0;6.0;120.0;1866.0;6.0;31.0;0.0;0.0;22.0;29.0;12.0;67.0;102.0;265.0;;0.25;0.13;0.45;
10003087;SNB974894111862;Elektrizitätswerke Schönau Netze GmbH;NS, MS;2025-07-19;3.618;110.0;79.82;79.45;0.0;0.0;61.0;0.0;0.0;472.0;0.0;0.0;1.0;;;1.0;;;105.0;105.0;0.0;0.0;0.0;0.0;72.0;72.0;0.0;0.0;0.0;0.0;59.0;;;59.0;30.0;;;0.09;0.0;0.33;
10003088;SNB929088252340;Netzwerke Merzig GmbH;NS, MS;2025-05-26;16.94;370.1;108.79;177.36;0.0;0.0;209.0;0.0;0.0;2240.0;0.0;0.0;1.0;;;1.0;;;411.0;411.0;0.0;0.0;0.0;0.0;327.0;327.0;0.0;0.0;0.0;0.0;13.0;;;44.0;;;0.06;0.0;0.0;0.0;0.24
10003090;SNB923953358557;EWR Netze GmbH;NS, MS;2025-05-23;2.12;79.0;17.19;22.0;0.0;0.0;30.0;0.0;0.0;225.0;0.0;0.0;0.3509;;;1.0;;;20.0;57.0;0.0;0.0;0.0;0.0;45.0;45.0;0.0;0.0;0.0;0.0;10.0;;;105.0;;;0.24;0.05;0.0;0.64;0.28
10003091;SNB977095880292;TWS Netz GmbH;MS;2025-10-13;24.8;854.9;104.2;273.9;0.0;0.0;270.0;0.0;0.0;2202.0;0.0;0.0;0.9992;1.0023;;1.0;;;521.56;522.0;26.06;26.0;0.0;0.0;374.0;374.0;0.0;0.0;0.0;0.0;2.0;24.0;;16.0;31.0;;0.32;0.22;0.0;0.75;0.31
10003096;SNB946013720880;Städtische Werke Borna Netz GmbH;NS, MS;2025-12-22;8.41;101.04;27.09;49.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.44;0.12
10003098;SNB986580518855;KommEnergie GmbH;NS, MS;2025-05-21;12.0;544.4;58.288;96.02;0.0;0.0;498.0;0.0;0.0;4041.6;0.0;0.0;0.9928;;;0.3984;;;553.0;557.0;0.0;0.0;0.0;0.0;255.0;640.0;0.0;0.0;0.0;0.0;74.0;;;38.0;;;0.39;0.1;0.33;0.67;0.45
10003099;SNB925685357501;e.wa riss Netze GmbH;NS, MS;2025-09-18;17.52;486.17;72.15;178.76;0.0;0.0;149.0;0.0;0.0;2042.0;0.0;0.0;0.9557;0.9091;;0.2302;;;410.0;429.0;10.0;11.0;0.0;0.0;58.0;252.0;0.0;0.0;0.0;0.0;14.0;371.0;;6.0;71.0;;;0.1;0.38;0.67;
10003101;SNB950584553167;Stadtwerke Wiesbaden Netz GmbH;NS, MS, HS;2025-06-26;68.94;2464.0;270.98;736.0;268.259;66.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.38;0.09;0.92;
10003102;SNB978730380269;Stadtwerke Ludwigsburg - Kornwestheim GmbH;NS, MS;2025-06-05;26.33;751.7;57.99;327.3;0.0;0.0;291.0;0.0;0.0;2135.0;0.0;0.0;1.0;;;1.0024;;;606.0;606.0;0.0;0.0;0.0;0.0;416.0;415.0;0.0;0.0;0.0;0.0;10.0;;;49.0;75.0;;0.25;0.28;0.0;0.43;0.28
10003104;SNB933760214908;Veolia Industriepark Deutschland GmbH;NS, MS;2025-05-22;2.1;18.0;2.1;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;60.0;;;50.0;;;;0.21;0.54;0.19
10003105;SNB932375556731;Stadtwerke Ostmünsterland GmbH & Co. KG;;2025-05-28;54.1;1381.39;408.88;709.88;0.0;0.0;0.0;1.0;0.0;0.0;9990.0;0.0;1.0;1.0;;1.0;1.0;;925.0;925.0;19.0;19.0;0.0;0.0;247.0;247.0;3.0;3.0;0.0;0.0;43.0;99.0;;79.0;196.0;;0.16;0.1;0.07;0.25;0.23
10003110;SNB967148688999;SWL Verteilungsnetzgesellschaft mbH;NS, MS;2025-12-11;36.18;968.79;213.63;374.96;0.0;0.0;311.0;1.0;0.0;2339.92799999999;25.0;0.0;0.8994;;;0.8718;1.0;;429.0;477.0;0.0;0.0;0.0;0.0;408.0;468.0;3.0;3.0;0.0;0.0;102.0;236.0;;40.0;;;0.23;0.02;0.0;0.67;0.25
10003112;SNB930325069232;SWL Übertragungsnetzgesellschaft mbH;MS;2025-07-18;0.0;0.0;272.66;43.23;0.0;0.0;0.0;1.0;0.0;0.0;7100.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.49;0.92;0.0;0.67;0.37
10003122;SNB915638224585;SWS Netze GmbH;NS, MS;2025-06-20;23.03;816.72;95.77;241.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9964;0.7812;;;0.6667;;1914.0;1921.0;25.0;32.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;40.0;75.0;;40.0;75.0;;;0.11;0.08;0.67;
10003127;SNB971770548286;VersorgungsBetriebe Elbe GmbH;NS, MS;2025-06-17;15.67;536.76;137.57;112.75;0.0;0.0;85.0;0.0;0.0;490.0;0.0;0.0;1.0;;;1.0;;;242.0;242.0;0.0;0.0;0.0;0.0;125.0;125.0;0.0;0.0;0.0;0.0;47.0;;;42.0;44.0;;0.17;0.07;0.0;0.36;0.25
10003129;SNB989025785690;SSW Netz GmbH;NS, MS, HS;2025-08-21;17.56;385.0;113.53;144.0;0.0;0.0;169.0;0.0;0.0;1523.0;0.0;0.0;1.0;1.0;1.0;0.5882;;;312.0;312.0;10.0;10.0;3.0;3.0;160.0;272.0;0.0;0.0;0.0;0.0;28.0;;;104.0;210.0;;0.27;0.15;0.33;0.3;0.31
10003144;SNB911521002599;EnergieSüdwest Netz GmbH;NS, MS;2025-05-28;20.72;462.526;57.66;170.675;0.0;0.0;0.0;2.0;0.0;0.0;8290.0;0.0;0.99;1.0;;1.0124;0.6;;297.0;300.0;7.0;7.0;0.0;0.0;163.0;161.0;3.0;5.0;0.0;0.0;41.0;79.0;;29.0;70.0;;0.45;0.12;0.18;0.63;0.89
10003148;SNB934185023519;Netzgesellschaft Lübbecke mbH;NS, MS;2025-06-11;65.05;322.0;65.05;136.3;0.0;0.0;204.0;0.0;0.0;1476.0;0.0;0.0;1.0035;1.0;;1.0;0.25;;287.0;286.0;5.0;5.0;0.0;0.0;308.0;308.0;1.0;4.0;0.0;0.0;11.0;200.0;;63.0;115.0;;0.26;0.15;0.0;0.57;0.3
10003151;SNB915471253889;Netzwerke Saarlouis GmbH;NS, MS;2025-08-25;18.9;543.82;18.9;173.1;0.0;0.0;72.0;0.0;0.0;675.0;0.0;0.0;0.0075;;;0.0629;;;1.0;134.0;0.0;0.0;0.0;0.0;10.0;159.0;0.0;0.0;0.0;0.0;22.0;62.0;;22.0;37.0;;;0.29;0.39;0.88;
10003157;SNB964045995373;Strom- und Gasnetz Wismar GmbH;NS, MS;2025-05-28;14.1;477.0;14.1;133.0;0.0;0.0;6.0;0.0;0.0;29.0;0.0;0.0;1.0;;;0.6301;1.0;;95.0;95.0;0.0;0.0;0.0;0.0;46.0;73.0;5.0;5.0;0.0;0.0;74.0;90.0;;40.0;430.0;;0.42;0.17;0.33;0.74;0.43
10003164;SNB954814647626;Netzgesellschaft Frankfurt (Oder) mbH;NS, MS;2025-05-21;31.82;634.86;147.85;322.18;0.0;0.0;142.0;3.0;0.0;1236.48;1236.0;0.0;1.0;1.0;;1.0;0.8333;;178.0;178.0;4.0;4.0;0.0;0.0;216.0;216.0;15.0;18.0;0.0;0.0;13.0;50.0;;18.0;93.0;;0.46;0.3;0.33;0.78;0.41
10003168;SNB932788203468;Stadtwerke Schwerte GmbH;NS, MS;2025-05-15;15.7;555.7;15.7;258.8;0.0;0.0;184.0;0.0;0.0;1478.0;0.0;0.0;1.0;;;1.0;;;295.0;295.0;0.0;0.0;0.0;0.0;309.0;309.0;0.0;0.0;0.0;0.0;20.0;;;20.0;105.0;;0.29;0.14;0.11;0.63;0.29
10003170;SNB929575518928;EUROGATE Technical Services GmbH;NS, MS;2025-05-21;6.7;40.5;6.7;68.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.1429;;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;74.0;105.0;;;;;0.31;0.32;0.21;0.54;0.16
10003172;SNB921629791202;Engie Deutschland GmbH;NS, MS;2025-05-21;0.071;7.3;0.26;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;60.0;;;0.05;0.0;0.0;0.0;0.2
10003173;SNB933274941888;Stadtwerke Weißenfels Energienetze GmbH;NS, MS;2025-06-18;56.8;403.6;34.89;167.1;0.0;0.0;136.0;0.0;0.0;1020.0;0.0;0.0;1.0;1.0;;0.0833;1.0;;339.0;339.0;3.0;3.0;0.0;0.0;21.0;252.0;3.0;3.0;0.0;0.0;98.0;421.0;;84.0;421.0;;0.21;0.16;0.0;0.2;0.5
10003205;SNB913768089142;EGC Energie- und Gebäudetechnik Control GmbH & Co. KG;NS, MS;2025-05-23;1.1;7.703;1.1;3.845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;
